IDs,smiles,clusters
ZINC000057536252,O=C(CCc1ccco1)Nc2cccc3ncccc23,86
ZINC000005428535,O=C(CCc1c[nH]c2ccccc12)N[C@@H](C(=O)O)c3ccccc3,86
ZINC000006653626,O=C(NCCc1c[nH]c2ccccc12)c3ccc4[nH]cnc4c3,86
ZINC000095378067,CCc1ncc(C(=O)NCCCNc2cccnc2)cn1,86
ZINC000075613754,CCOc1c(Cl)cc(O)cc1Cl,87
ZINC000002530006,COc1c(F)c(F)cc(C(C)=O)c1F,87
ZINC000013113916,COc1ccc(Oc2ccccc2/C=N/O)cc1,87
ZINC000095935448,COc1cc(F)ccc1-c2ccc(C(=O)O)cc2,87
ZINC000012505585,Cc1ccc(Oc2ccc(O)cc2)cc1,87
ZINC000004854963,COc1cc(C(=O)O)ccc1OCc2ccc(C)cc2,87
ZINC000021299205,CCOC(=O)c1cc(O)ccc1Cl,87
ZINC000000138938,COc1cccc(Oc2ccc(OC)cc2C(=O)O)c1,87
ZINC000034766041,COc1ccc(C(=O)C(C)C)c(OC)c1,87
ZINC000020210408,COc1ccc(C=O)cc1OC2CCCCC2,87
ZINC000026469478,COc1ccc(C)cc1Nc2ccccc2C(=O)O,88
ZINC000098072728,COc1ccc(C(=O)Nc2cccc(C)c2F)cc1,88
ZINC000009497484,COc1ccc(NC(=O)c2ccoc2)c(OC)c1,88
ZINC000000342298,CC(=O)Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1,88
ZINC000009063938,COc1ccc(C(=O)NC(C)C)cc1C,88
ZINC000009995953,COc1ccc(CNC(=O)c2ccccc2C)cc1OC,88
ZINC000001640188,COc1cccc(NC(=O)Nc2ccccc2OC)c1,88
ZINC000014630551,COc1ccc(Oc2ccc(N)cc2C)cc1,88
ZINC000000030069,COc1ccccc1NC(=O)c2ccc(NC(C)=O)cc2,88
ZINC000000162929,COc1ccc(C(=O)Nc2ccccc2)cc1OC,88
ZINC000069485298,O=C(O)CC[N@@H+]1CCC[C@H](CN2CCN(c3ccccn3)CC2)C1,89
ZINC000252496759,c1ccc(N2CCN([C@H]3CC[N@H+](CC4CCOCC4)CC3)CC2)nc1,89
ZINC000019288262,Cc1nccn1-c2ccc(CN3C[C@H]4CCC[N@@H+]4C[C@@H]3CCO)cc2,89
ZINC000195539287_1,c1ccc(C[N@H+]2CCO[C@@H]3CN(c4ncnc5nc[nH]c45)C[C@H]32)cc1,89
ZINC000096158817_1,c1cnc(N2CCC3(CC2)C[N@@H+](Cc4ccoc4)CCO3)nc1,89
ZINC000067726931,Cc1nc(CC[NH3+])cc(N2CCC([N@@H+]3CCC[C@@H](O)C3)CC2)n1,89
ZINC000216276173,c1c[nH]c([C@H]2CC[N@H+](Cc3cnc(N4CCOCC4)s3)CC2)n1,89
ZINC000072355537,COCC[N@H+]1CCC[C@@H](c2cccc(-n3ccnc3)n2)C1,89
ZINC000072377554,COCC[N@@H+]1CCC[C@H](c2ccnc(Nc3ccc(C)cn3)n2)C1,89
ZINC000071902735,FC(F)(F)c1ccnc(N2CCCC[C@@H]2C[NH+]3CCOCC3)n1,89
ZINC000072133312,Cc1[nH]cnc1-c2nccn2Cc3ccccc3-n4ccnc4,90
ZINC000089182340,Cc1cc(CNCc2ccc(F)cc2)n(C)n1,90
ZINC000000074310,Cc1cccc(-n2ncc3c(NCc4ccccn4)ncnc32)c1,90
ZINC000097113707_1,Cc1ccc2ncc(C[N@H+](C)[C@@H](C)c3ccncc3)n2c1,90
ZINC000022163643,Cc1cc(C)n(Cc2ccc(C[NH3+])cc2)n1,90
ZINC000036901395,Cc1cccc(NCc2c[nH]nc2C)c1,90
ZINC000097045312,Cc1nnc(NCc2cn(-c3ccccc3)nc2C)s1,90
ZINC000065608356,Cc1ccc(CNCc2c(C)nn(C)c2N(C)C)cn1,90
ZINC000065457549,Cc1cccc(-n2nc(C)nc2Cn3nc(C)c(C)c3C)c1,90
ZINC000097233464,Cn1ccc(NCc2ccn(-c3c(F)cccc3F)n2)n1,90
ZINC000004694971,CCc1ccc(OCC(=O)Nc2nnc(C)s2)cc1,91
ZINC000021214812,COc1ccc(C)cc1C(=O)Nc2nncs2,91
ZINC000002533984,COc1ccc(OC)c(-c2cnc(N)s2)c1,91
ZINC000040512594,CCOc1ccc([C@H](C)NC(=O)c2snnc2CC)cc1OC,91
ZINC000005299414,COc1ccc(C(=O)Nc2ncnc3sccc23)cc1OC,91
ZINC000003458949,COC(=O)c1ccc(CSc2nnc(-c3ccc(OC)cc3)o2)o1,91
ZINC000015832152,COc1ccccc1C(=O)NCc2csc(C)n2,91
ZINC000005720401,COc1ccc(/C=N/N=C/2\NC(=O)[C@@H](CC(=O)O)S2)cc1,91
ZINC000002646019,COc1ccc(C(=O)Nc2ncc(C)s2)cc1OC,91
ZINC000000040980,Cc1cc(C)cc(OCC(=O)Nc2nccs2)c1,91
ZINC000001954389,Cc1ccc(S(=O)(=O)Oc2cccc(C=O)c2)cc1,92
ZINC000095405026,O=C(C[C@@H]1CCS(=O)(=O)C1)O[C@@H]2CCC[C@@H]2Cc3ccccc3,92
ZINC000001680423,OS(O)(O)c1cccc(S(O)(O)O)c1,92
ZINC000000153751,CS(=O)(=O)c1ccc(C(=O)O)cc1,92
ZINC000000394722,Cc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1,92
ZINC000002923591,Cc1ccc(S(=O)(=O)O[C@@H]2C=CS(=O)(=O)C2)cc1,92
ZINC000078546367,O=C1c2ccccc2C(=O)c3c1ccc4c3-c5ccccc5S4(=O)=O,92
ZINC000002028789,CCCCCCS(=O)(=O)Cc1ccc(C=O)cc1,92
ZINC000001712643,CCCOS(=O)(=O)c1ccc(C)cc1,92
ZINC000040555647,CS(=O)(=O)c1ccc(Oc2ccccc2)c(S(C)(=O)=O)c1,92
ZINC000000355844,O=C(Nc1cnn(Cc2ccccc2)c1)c3ccccc3[N+](=O)[O-],93
ZINC000001068500,Cc1ccc(C)c(NC(=O)Cn2ccc([N+](=O)[O-])n2)c1,93
ZINC000004832127,Cc1ccccc1C(=O)Nc2ncc([N+](=O)[O-])s2,93
ZINC000000341175,Cc1cc([N+](=O)[O-])nn1Cc2ccccc2,93
ZINC000070462244,Cc1ccc(Sc2nc[nH]n2)c([N+](=O)[O-])c1,93
ZINC000000146930,Cc1cc(NC(=O)c2ccccc2[N+](=O)[O-])n(-c3ccccc3)n1,93
ZINC000000289540,Cc1ccc(-n2cnnn2)cc1[N+](=O)[O-],93
ZINC000408716323,Cc1ccc(Cn2cc(C(=O)O)c([N+](=O)[O-])n2)cc1,93
ZINC000024107035,C[C@@H](Nc1ncccc1[N+](=O)[O-])c2ccc(F)cc2,93
ZINC000004091990,Cc1ccccc1Nc2ccc([N+](=O)[O-])cn2,93
ZINC000225649629,COc1cc(=O)n(C)cc1C(=O)Nc2ccc3ncccc3c2,94
ZINC000192588106,Cc1cc(NC(=O)c2cn(C)cn2)ccc1Oc3ccncc3,94
ZINC000000238798,Cc1ccc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)cc1,94
ZINC000038784166,COC(=O)c1cc2c(=O)n(Cc3ccccc3)ccc2nc1C,94
ZINC000426578593,COc1ccc2cc(C(=O)NCc3cnc4cnccn34)n(C)c2c1,94
ZINC000021930758,COc1ccc(CNC(=O)c2cnc(N(C)C)nc2C)cc1,94
ZINC000002917097,Cc1ccccc1NC(=O)c2cc3c(=O)n4ccccc4nc3n2C,94
ZINC000009060842,COc1ccc(C)c2c1N(Cc3cccnc3)C(=O)C2=O,94
ZINC000003611773,Cc1cc(C)cc(NC(=O)Cn2c(=O)cnc3ccccc32)c1,94
ZINC000040288256,CC(C)NC(=O)c1ccc(Cn2cnc3ccccc3c2=O)cc1,94
ZINC000043367869,O[C@@H](c1ccc(C(F)(F)F)cc1)C(F)(F)F,95
ZINC000063339614,Fc1cc(Br)c(F)c(Br)c1,95
ZINC000001504378,CC(=O)C(c1ccccc1)c2ccccc2,95
ZINC000033414762,OCc1ccc(Br)cc1Br,95
ZINC000263625065,Oc1c(Br)ccc(Br)c1F,95
ZINC000002579920,O=C(O)CCCC(=O)c1cccc(Cl)c1Cl,95
ZINC000000403514,COC(=O)c1cc(Br)ccc1Br,95
ZINC000055201425,O[C@@H](c1ccsc1)c2cc(F)cc(F)c2,95
ZINC000065353979,O=C(O)c1cc(F)cc(-c2ccc(C(=O)O)c(F)c2)c1,95
ZINC000097074670,Cc1ccc(F)cc1NC(=O)C(=O)NCCO,96
ZINC000010109359,Cc1ccc(C(=O)NCC(=O)Nc2ccc(F)c(F)c2)o1,96
ZINC000067621661,Cc1ccc(NC(=O)CNC(=O)C(C)C)c(F)c1,96
ZINC000008205687,Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1C,96
ZINC000015592014,Cc1ccc(F)cc1NC(=O)CNC(=O)c2ccc(F)cc2,96
ZINC000005938419,Cc1ccc(F)cc1NC(=O)CNC(N)=O,96
ZINC000009908620,Cc1ccc(CNC(=O)C(=O)N[C@H](C)c2ccccc2)cc1,96
ZINC000008314890,O=C(CNC(=O)c1ccccn1)Nc2cc(Cl)ccc2Cl,96
ZINC000068561713,O=C(CNC(=O)C1CCCCC1)Nc2c(F)cccc2F,96
ZINC000040521762,O=C(CCc1ccccc1Cl)N[C@H]2CCCCNC2=O,96
ZINC000000111608,Cc1ccc(-c2nn(CC(=O)N3CCCC3)c(=O)c4ccccc24)cc1,97
ZINC000006803296,Cc1nn(CC(=O)NCc2ccco2)c(=O)c3cc4ccccc4n13,97
ZINC000065523592,Cc1[nH]c2ccnn2c(=O)c1CC(=O)Nc3ccc4c(c3)CCC4,97
ZINC000064871471,Cc1nnc2c(=O)n(CC(=O)NC3CCCC3)c4ccccc4n12,97
ZINC000025005442,Cc1c([C@H](C)NC(=O)Cn2c(C)nc3ccccc3c2=O)cnn1C,97
ZINC000010386975,CCCn1c(=O)c2c(nc3n2[C@@H](C)C(C)=NN3C)n(C)c1=O,97
ZINC000040388130,O=c1c2nnc3ccnn3c2ccn1Cc4ccccn4,97
ZINC000064871386,Cc1ccc(NC(=O)Cn2c(=O)c3nncn3c4ccccc42)cc1,97
ZINC000096426760,Cc1ccc(N2CCC[C@H](NC(=O)CCn3cncn3)C2=O)cc1,97
ZINC000021110218,Cc1ccc(NC(=O)Cn2nc3c(cc2=O)CCCC3)cc1,97
ZINC000005698725,Cc1ccc(CNS(=O)(=O)c2ccc(F)c(F)c2)cc1,98
ZINC000007052515,Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],98
ZINC000007405616,Cc1ccc(F)cc1NS(=O)(=O)c2ccc(F)cc2F,98
ZINC000008288459,Cc1ccc(C(=O)Nc2cccc(S(N)(=O)=O)c2)cc1,98
ZINC000010314994,CNC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc(C)cc2)c1,98
ZINC000005260109,Cc1cc(C)cc(NS(=O)(=O)c2ccccc2)c1,98
ZINC000000078901,Cc1ccc(C)c(NS(=O)(=O)c2cccc(C(=O)O)c2)c1,98
ZINC000014256783,CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(F)c(F)c2)cc1,98
ZINC000004534915,C/C(=N\NS(=O)(=O)c1ccccc1)/c2ccc(N)cc2,98
ZINC000007230440,Cc1ccccc1NS(=O)(=O)c2cc(C(=O)O)ccc2F,98
ZINC000016577439,Cc1ccc(CS(=O)(=O)NC(C(C)C)C(C)C)cc1,99
ZINC000069812152,CCSc1ccc([C@@H](C)NC(=O)CN(C)S(C)(=O)=O)cc1,99
ZINC000113967401,CCCCNC(=O)CCCN(c1cc(C)cc(C)c1)S(C)(=O)=O,99
ZINC000005924017,CNC(=O)CN(c1cc(C)cc(C)c1)S(C)(=O)=O,99
ZINC000000309292,CC(=O)NCc1ccc(S(=O)(=O)N(C)C)cc1,99
ZINC000000582609,CCN(CC)S(=O)(=O)c1ccc(SC)cc1,99
ZINC000035670780,CC[C@H](C)NS(=O)(=O)c1ccc(CNC(C)=O)cc1,99
ZINC000013648251,CSc1ccc(S(=O)(=O)NCCN(C)C)cc1,99
ZINC000003082681,COC(=O)CN(C)S(=O)(=O)c1ccc(C)cc1,99
ZINC000039516485,COc1ccccc1OCCNC(=O)CCc2ccc(F)cc2,100
ZINC000022524437,COc1ccc(CCC(=O)NC[C@H]2CCCO2)cc1OC,100
ZINC000017849979,COc1ccc(CC(=O)NCCOc2ccccc2)cc1,100
ZINC000002867306,CCCOc1ccc(CC(=O)N[C@@H](C)CC)cc1OC,100
ZINC000011891942,COc1ccccc1OCC(=O)NCCCC(=O)O,100
ZINC000220273903,COc1ccccc1OCC(=O)N[C@@H]2CCOC[C@H]2OC,100
ZINC000225838418,CCCO[C@](C)(CC)C(=O)Nc1ccc(OCC)c(C(=O)OC)c1,100
ZINC000000121764,COc1ccc(CC(=O)NC2CCCCC2)cc1OC,100
ZINC000001456760,COc1ccc(OCC(=O)N[C@@H]2CCCC[C@H]2C)cc1,100
ZINC000059417391,CNC(=O)C(=O)NCCOc1ccc(C)c(C)c1,100
ZINC000037336831,Cc1nc(Cl)c2cnn(-c3ccc(F)cc3)c2n1,101
ZINC000000291891,Cc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)cc1,101
ZINC000048375349,C[C@H](Nc1ncnc2c1cnn2-c3ccccc3)c4ccccn4,101
ZINC000009536788,C[C@H](Nc1ncnc2sccc12)c3ccc(-n4cncn4)cc3,101
ZINC000011757318,Nc1n[nH]c2nc(-c3ccccc3)ccc12,101
ZINC000054404727,Cc1cc(N)nn1-c2ccc(Cl)cc2Cl,101
ZINC000032529770,Cc1ccc(-c2nc[nH]n2)c3ccccc13,101
ZINC000008040526,Cc1nn2c(-c3ccccc3)nnc2s1,101
ZINC000026421110,Cc1ccc(-c2csc(-n3nc(C)cc3N)n2)cc1,101
ZINC000072150899,Cc1nc[nH]c1-c2nccn2-c3cnc4ccccc4c3,101
ZINC000006475570,O=C(CNC(=O)c1ccc([N+](=O)[O-])cc1)Nc2ccccc2,102
ZINC000000284820,Cc1cc(C(=O)N(C)Cc2ccccc2)ccc1[N+](=O)[O-],102
ZINC000100531625,O=[N+]([O-])c1cc([N+](=O)[O-])c(NCCO)c([N+](=O)[O-])c1,102
ZINC000000118384,O=C(NCCc1ccccc1)c2cc([N+](=O)[O-])ccc2Cl,102
ZINC000003515349,COc1ccccc1NC(=O)COc2ccc([N+](=O)[O-])cc2,102
ZINC000004042352,O=[N+]([O-])c1ccc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,102
ZINC000000121138,O=C(NC1CCCCC1)c2ccccc2[N+](=O)[O-],102
ZINC000003502635,O=C(COC(=O)c1ccccc1[N+](=O)[O-])NC[C@H]2CCCO2,102
ZINC000003502540,Cc1cccc(NC(=O)COC(=O)c2ccccc2[N+](=O)[O-])c1,102
ZINC000052875802,CC(=O)c1ccc(NC(=O)NCCc2ccc([N+](=O)[O-])cc2)cc1,102
ZINC000005314760,O=C(Nc1ccc(N2CCCS2(=O)=O)cc1)c3cccs3,103
ZINC000019172494,CNS(=O)(=O)c1ccc(CCC(=O)N2CCc3ccccc32)cc1,103
ZINC000007771548,CNC(=O)c1cccc(S(=O)(=O)N2CCCC2)c1,103
ZINC000016602418,CS(=O)(=O)N1CCN(C(=O)C2CCCC2)CC1,103
ZINC000055963524,CCOCCCNC(=O)[C@H]1CCCCN1S(C)(=O)=O,103
ZINC000241965728,CCNC(=O)C[N@H+]1CC[C@H](CNS(C)(=O)=O)CC1,103
ZINC000043979492,CS(=O)(=O)N1CCC(CNC(=O)c2cccc(F)c2)CC1,103
ZINC000026024004,Cc1cccc(CNC(=O)C2CCN(S(C)(=O)=O)CC2)c1,103
ZINC000089386052,CNC(=O)C1CCN(S(=O)(=O)c2cnn(C)c2)CC1,103
ZINC000216179243,CNC(=O)[C@@H]1CCCCN1Cc2ccc(S(C)(=O)=O)cc2,103
ZINC000013135639,CC(=O)/N=C\1/S[C@H]2CS(=O)(=O)C[C@@H]2N1Cc3ccc(C)cc3,104
ZINC000036165448,O=C(N[C@H]1CCS(=O)(=O)C1)c2cccc3[nH]ccc23,104
ZINC000078943890,Cc1ccc(C(=O)Nc2cc(C)nn2[C@@H]3CCS(=O)(=O)C3)cc1,104
ZINC000071794115,Cc1ccc(CCC2CCN(C(=O)[C@H]3CCS(=O)(=O)C3)CC2)cc1,104
ZINC000004806411,Cc1cccc(C(=O)N[C@@H]2CCS(=O)(=O)C2)c1,104
ZINC000003160837,O=S1(=O)CC[C@H](NCc2ccccc2)C1,104
ZINC000171586405,O=C(NCCc1ccsc1)N2CCS(=O)(=O)CC2,104
ZINC000032903389,CCc1ccc(C(=O)N(CC)[C@H]2CCS(=O)(=O)C2)cc1,104
ZINC000012545560,O=S1(=O)CC[C@@H](NCc2ccc(N3CCCCC3)cc2)C1,104
ZINC000102776609,Cc1cccc(N2C(=N)S[C@@H]3CS(=O)(=O)C[C@@H]32)c1,104
ZINC000000097566,Cc1cccc(/[NH+]=C\2/NCCCS2)c1,105
ZINC000057955536,Brc1cccc(C[C@H]2CC[NH2+]C2)c1,105
ZINC000019804822,Clc1cccc2c3c([nH]c12)CC[NH2+]C3,105
ZINC000095073652,O=[S@@](C[C@@H]1CC[NH2+]C1)c2ccccn2,105
ZINC000019878990,C[C@H]([NH2+]C1CCCCC1)c2ccncc2,105
ZINC000001596496,c1cc(CC[NH2+]C2CCCCC2)ccn1,105
ZINC000041225452,Fc1cc(F)cc(C[C@H]2CCC[NH2+]C2)c1,105
ZINC000095092763,c1ncc(CSC[C@H]2CCCC[NH2+]2)s1,105
ZINC000082383060,c1cc2cc([C@@H]3CCC[NH2+]C3)ccc2[nH]1,105
ZINC000095092577,c1cc(COCCC[C@@H]2CCCC[NH2+]2)ccn1,105
ZINC000004496959,Cc1ccc(N2C[C@@H](NC(=O)C3CCCCC3)CC2=O)cc1,106
ZINC000022510706,CCN(CC)C(=O)c1ccc(CN2CCCC2=O)cc1,106
ZINC000008264399,Cc1ccc(N2C[C@@H](C(=O)NC[C@@H]3CCCO3)CC2=O)cc1C,106
ZINC000009236933,CCCOc1ccc(N2C[C@H](C(=O)NC3CCCC3)CC2=O)cc1,106
ZINC000048286242,O=C(CCc1cccs1)N[C@H](CN2CCCC2=O)c3ccccc3,106
ZINC000019972532,CC(=O)Nc1ccc(N2C(=O)C[C@@H](N3CCCCC3)C2=O)cc1,106
ZINC000000069580,Cc1cc(C)cc(NC(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)c1,106
ZINC000247729904,O=C(CN1C(=O)[C@@H]2CCCC[C@H]2C1=O)N[C@H]3CCc4ccccc43,106
ZINC000002866322,COc1ccc(N2C[C@@H](C(=O)Nc3ccc(C)cc3)CC2=O)cc1,106
ZINC000023643410,O=C(NCCc1ccccc1F)[C@H]2CC(=O)N(C3CCCC3)C2,106
ZINC000048302874,COc1cc(C)ccc1NC(=O)c2ccn(-c3ccccc3)n2,107
ZINC000003945110,Cc1n[nH]c(N/N=C/c2ccncc2)nc1=O,107
ZINC000193699074,Cc1cc(NC(=O)c2cc[nH]n2)ccc1Oc3ccncc3,107
ZINC000040391062,CC(=O)Nn1ccc2c(nnc3c(-c4ccccc4)c(C)nn32)c1=O,107
ZINC000020614688,Cn1ncc(C(=O)O)c1C(=O)Nc2ccccc2Oc3ccccc3,107
ZINC000008666392,Cc1cc(=O)n2nc(-c3ccccc3)cc2[nH]1,107
ZINC000012313409,CC(=O)Nn1cnc2c(cnn2-c3ccc(F)cc3)c1=O,107
ZINC000100130346,COc1ccc(-c2cc[nH]c-3nn(-c4ccccc4)c(=O)c23)cc1,107
ZINC000005010227,Cc1ccc(N2NC(=O)/C(=C/c3ccccc3)/C2=O)cc1,107
ZINC000000161894,COc1ccc(-n2ncc(C=O)c2C)cc1,108
ZINC000095365908,C[C@@H](C(=O)O)n1cc(-c2cccc(Cn3cccn3)c2)nn1,108
ZINC000095098469,COC(=O)c1nn(CC(F)F)cc1Br,108
ZINC000002785013,Cc1cccc(-c2ccnc3c(C(=O)O)cnn23)c1,108
ZINC000049847623,CCOC(=O)c1cnn(-c2ccccc2CC)c1N,108
ZINC000014607510,COc1ccccc1[C@H]2[C@@H]3C(=O)C[C@@H](C)CC3=Nc4ncnn42,108
ZINC000067605374,COc1ccc2[nH]c(-c3nc(C)nn3-c4ccccn4)cc2c1,108
ZINC000071910847,C[C@H]1c2ccccc2O[C@H]1C(=O)OCc3nnnn3-c4ccccc4,108
ZINC000096153188,COc1ccccc1-n2ncnc2Cn3ncnn3,108
ZINC000040162976,Cc1ccc(C(=O)O)c(-n2cnnn2)c1C,108
ZINC000306126349,c1cncc(COC[C@@H]2CCC[C@@]23C[NH2+]CCO3)c1,109
ZINC000072801244,c1ccc(C[C@H]2CC[N@H+](C[C@H]3CCCO3)CC2)cc1,109
ZINC000096076817_1,Cc1ccc(C[N@H+]2CCC[C@@]3(COCCN(C)C3)C2)o1,109
ZINC000096202130,c1ccc(CN2CCOC[C@@]3(CC[N@H+](Cc4ccco4)C3)C2)nc1,109
ZINC000257273645_1,O[C@H]1CC[N@@H+](Cc2cnccn2)C[C@@]13CCCO3,109
ZINC000108535227,Cn1cncc1C[N@@H+]2CC[C@@H]3OCCN(Cc4ccncc4)[C@H]3C2,109
ZINC000004812074,O=C(CC[NH+]1CCCCC1)c2ccc3c(c2)OCO3,109
ZINC000096055019,c1cncc(CO[C@@H]2C[C@@H]3CN(Cc4ccco4)CC[N@@H+]3C2)c1,109
ZINC000096081742,c1ccc(C[N@H+]2C[C@H]3OCCN(Cc4ccncc4)[C@@H]3C2)nc1,109
ZINC000096185413,c1csc(CN2CC[C@H]3CO[C@H](C[NH+]4CCCC4)[C@H]3C2)n1,109
ZINC000020600469,COc1ccc(-c2noc(CN(C)Cc3ccc(C)o3)n2)cc1,110
ZINC000049314315,Cc1cc(C)n([C@H](C)C(=O)NCc2cc(C)on2)n1,110
ZINC000077287640,Cc1nc(CN(C)Cc2nc(-c3ccncc3)no2)co1,110
ZINC000075166108,Cc1noc(Cn2cccc(-c3nc(C)no3)c2=O)n1,110
ZINC000016661381,Cc1cccc(C(=O)N(C)Cc2nc(-c3cccs3)no2)c1,110
ZINC000024580972,Cc1noc(C)c1CN(C)C(=O)Cc2nc(-c3ccccc3)oc2C,110
ZINC000095954009,Cc1noc(C)c1CN(C)C(=O)Cn2ccc3ccccc32,110
ZINC000046060621,Cc1noc(C)c1CN(C)CC(=O)N(C)Cc2ccc(F)cc2,110
ZINC000019144827,Cc1occc1CN(C)Cc2cc(-c3ccccn3)no2,110
ZINC000244778610,CCN(Cc1noc(C)n1)Cc2ccc(C(=O)NC)o2,110
ZINC000096441545,CN(CC[C@@H]1CCCC[N@H+]1C)C[C@@H]2CCCCO2,111
ZINC000091907175_1,Cc1ccc(C[N@@H+]2C[C@H](CO)[C@H](C[N@@H+](C)CCO)C2)cc1,111
ZINC000229609239,C[C@H]1C[N@@H+](C)CCN1C[C@@H](O)c2cccc(F)c2,111
ZINC000003996529,C[C@@H]1C[N@@H+](C(C)(C)C)CC[C@]1(O)c2ccccc2,111
ZINC000229527748_1,C[C@@H]1CN(CCCCO)CC[N@@H+]1C[C@@H](O)c2ccccc2,111
ZINC000069619818,COC(=O)c1ccc(CN2CCN(C[C@H]3CCCC[N@H+]3C)CC2)cc1,111
ZINC000125084340,C[C@H]1C[N@H+](CC[C@H]2CC[N@H+](CC[C@@H]3CCC[N@@H+]3C)CC2)C[C@@H](C)O1,111
ZINC000023361650,C[C@@H]1CN(Cc2ccccc2)CC[N@H+]1CCC(=O)O,111
ZINC000229513145,C[C@H]1CN(C[C@H](O)C[N@H+]2CC[C@H](C)CC2)CCN1Cc3nccn3C,111
ZINC000170619350_1,C[C@H]1CN(C[C@@H](C)O)CC[N@@H+]1Cc2cccs2,111
ZINC000066179946,CNC(=O)c1cccc(CNC(=O)N2CC[C@H]([NH+]3CCCC3)C2)c1,112
ZINC000072235866,C[C@H]1CN(C(=O)N[C@@H](CN2CC[NH+](C)CC2)c3ccccc3)CCO1,112
ZINC000026402253,C[C@H](NC(=O)N1CCC(Cc2ccccc2)CC1)[C@@H]3CCCO3,112
ZINC000069570199,CC(=O)Nc1ccc(CCNC(=O)NCC[N@@H+]2CCCC[C@H]2C)cc1,112
ZINC000096413340,COCC[N@@H+]1CC[C@@H](NC(=O)NCCc2ccc(C)cc2)C1,112
ZINC000038580753,CCOC(=O)c1cccc(NC(=O)N2CCNCC2)c1,112
ZINC000047671895,CN1CCC([N@H+](C)CCN(C)C(=O)NCCc2ccccc2)CC1,112
ZINC000074768987,Cc1cc(C)cc(C[C@H](C)NC(=O)N2CCC[C@H](CO)C2)c1,112
ZINC000020532060,Cc1cccc(NC(=O)N2CCC(C[NH+]3CCOCC3)CC2)c1,112
ZINC000078751614,CN(C[C@H]1CC[N@H+](C)CC1)C(=O)N[C@@H](c2ccccc2)[C@H]3CCCO3,112
ZINC000022968299,Cc1ccc(C(=O)Nc2cccc(Cl)c2F)cn1,113
ZINC000000338606,Cc1cccc(C(=O)Nc2ccncc2)c1,113
ZINC000065006349,O=C(Nc1ccc2[nH]cnc2c1)c3ccc(Cl)cc3,113
ZINC000096013733,O=C(Nc1cc2c(=O)[nH]cnc2cc1F)c3cccc(Cl)c3F,113
ZINC000006224220,O=c1cc2cc(Cl)nc(Cl)c2c(Cl)[nH]1,113
ZINC000030836488,Cc1ccc(C(=O)Nc2ccc3[nH]cnc3c2)cc1,113
ZINC000010262219,C[C@@H](NC(=O)Nc1ccc(F)cc1)c2cccnc2,113
ZINC000000170252,COC(=O)c1ccncc1C(=O)Nc2ccc(F)cc2,113
ZINC000065348224,CC(=O)Nc1cccc(-c2ncccc2C(=O)O)c1,113
ZINC000000299229,O=C(NCc1cccnc1)c2ccc(F)cc2,113
ZINC000098096012,CC(C)(C)OC(=O)N[C@@H]1CCC[C@@H](C=O)C1,114
ZINC000035389526,CCc1ccc(C(=O)N[C@@H](C(=O)O)C(C)(C)C)o1,114
ZINC000011890230,CC(C)C[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)O,114
ZINC000001561865,CCOC(=O)[C@@H](NC(C)=O)[C@@H](O)c1ccccc1,114
ZINC000129343292,CC(C)(C)OCC(=O)N[C@H](C(=O)O)c1ccccc1,114
ZINC000071863621,CC(C)(C)OC(=O)[C@@H]([NH3+])Cc1ccc(C(=O)O)cc1,114
ZINC000008075844,CC(C)(C)OC(=O)N[C@@H](C(=O)O)c1ccccc1,114
ZINC000009645447,CC(C)NC(=O)c1cccc(NC(=O)OC(C)(C)C)c1,114
ZINC000090636376,CC(C)(C)OC(=O)NCCCCNC(=O)OC(C)(C)C,114
ZINC000001059967,COC(=O)[C@H](NC(=O)Nc1ccc(C)cc1)C(C)C,114
ZINC000001653182,CCOP(=O)(OCC)OP(=O)(OCC)OCC,115
ZINC000004684064,CCC(=O)OCCC[C@H](CC[C@H](C)OC(=O)CC)OC(=O)CC,115
ZINC000002572267,O=C(OC[C@@H]1CCCO1)c2ccccc2,115
ZINC000001681923,CCCCC[C@@]1(C)OC[C@@H](COC(C)=O)O1,115
ZINC000038272889,C[C@H](CC=O)c1ccc(C(=O)OC(C)(C)C)cc1,115
ZINC000091679226,CCOC(=O)CCCC(=O)c1ccc(OC(C)=O)cc1,115
ZINC000011690332,CCOC(=O)/C=C/c1cccc(C(C)=O)c1,115
ZINC000001874360,CCCCCCOC(=O)Cc1ccccc1,115
ZINC000003137353,O=C(O)CCCCCc1ccc(CCCC(=O)O)cc1,115
ZINC000077285267,CCOC(=O)c1cccn1[C@@H](C)c2ccccc2,116
ZINC000000001652,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,116
